agency,sku,volume,date,industryVolume,sodaVolume,avgMaxTemp,priceRegular,priceActual,discount,avgPopulation2017,avgYearlyHouseholdIncome2017,easterDay,goodFriday,newYear,christmas,laborDay,independenceDay,revolutionDayMemorial,regionalGames,fifaU17WorldCup,footballGoldCup,beerCapital,musicFest,discountInPercent
Agency_47,SKU_03,264.2904,5/1/2015,572293344,927833877,34.02307692,1472.920365,1294.773738,178.146627,32183,128574,0,0,0,0,1,0,0,0,0,0,0,0,12.09479013
Agency_56,SKU_02,2237.22,5/1/2015,572293344,927833877,30.078,1381.641524,939.1431726,442.4983514,1901290,206553,0,0,0,0,1,0,0,0,0,0,0,0,32.02700148
Agency_20,SKU_02,13042.2975,5/1/2015,572293344,927833877,25.9625,1308.807407,1165.096425,143.710982,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,10.98030017
Agency_43,SKU_01,459.324,5/1/2015,572293344,927833877,27.15583333,1368.577011,1240.191271,128.38574,184082,106262,0,0,0,0,1,0,0,0,0,0,0,0,9.380965701
Agency_56,SKU_05,186.3963,5/1/2015,572293344,927833877,30.078,1576.801097,1300.192229,276.608868,1901290,206553,0,0,0,0,1,0,0,0,0,0,0,0,17.54240713
Agency_20,SKU_05,2950.32675,5/1/2015,572293344,927833877,25.9625,1504.971444,1270.271941,234.699503,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,15.59494726
Agency_43,SKU_02,178.524,5/1/2015,572293344,927833877,27.15583333,1370.865685,1209.966125,160.89956,184082,106262,0,0,0,0,1,0,0,0,0,0,0,0,11.73707693
Agency_43,SKU_05,556.9524,5/1/2015,572293344,927833877,27.15583333,1613.676281,1285.032819,328.643462,184082,106262,0,0,0,0,1,0,0,0,0,0,0,0,20.36613327
Agency_23,SKU_03,6.6834,5/1/2015,572293344,927833877,32.33406593,1433.555431,1316.816909,116.738522,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,8.143286229
Agency_49,SKU_03,10119.765,5/1/2015,572293344,927833877,29.45869565,1498.453421,1372.902566,125.550855,1880416,154532,0,0,0,0,1,0,0,0,0,0,0,0,8.378695877
Agency_23,SKU_21,0,5/1/2015,572293344,927833877,32.33406593,0,0,0,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_55,SKU_03,4337.2725,5/1/2015,572293344,927833877,30.078,1447.786361,1157.184096,290.602265,2025793,238553,0,0,0,0,1,0,0,0,0,0,0,0,20.07217866
Agency_43,SKU_04,518.6124,5/1/2015,572293344,927833877,27.15583333,2075.59369,1505.25326,570.34043,184082,106262,0,0,0,0,1,0,0,0,0,0,0,0,27.47842378
Agency_47,SKU_17,0,5/1/2015,572293344,927833877,34.02307692,0,0,0,32183,128574,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_25,SKU_01,8.64,5/1/2015,572293344,927833877,32.33406593,1361.69375,1226.09375,135.6,53598,95032,0,0,0,0,1,0,0,0,0,0,0,0,9.958186266
Agency_25,SKU_02,58.104,5/1/2015,572293344,927833877,32.33406593,1351.832292,1229.540625,122.291667,53598,95032,0,0,0,0,1,0,0,0,0,0,0,0,9.046363793
Agency_56,SKU_04,2879.973,5/1/2015,572293344,927833877,30.078,2089.365848,1538.666667,550.699181,1901290,206553,0,0,0,0,1,0,0,0,0,0,0,0,26.35724048
Agency_48,SKU_02,773.064,5/1/2015,572293344,927833877,29.45869565,1268.258982,1220.829709,47.429273,1739969,210213,0,0,0,0,1,0,0,0,0,0,0,0,3.739715127
Agency_15,SKU_01,1501.2,5/1/2015,572293344,927833877,25.9625,1358.517113,1228.085565,130.431548,200260,104564,0,0,0,0,1,0,0,0,0,0,0,0,9.601023554
Agency_16,SKU_07,17.2575,5/1/2015,572293344,927833877,25.9625,1494.170535,1392.205737,101.964798,1232242,246911,0,0,0,0,1,0,0,0,0,0,0,0,6.824174056
Agency_18,SKU_03,2.115,5/1/2015,572293344,927833877,34.31625,1397.074469,1296.462766,100.611703,60189,135477,0,0,0,0,1,0,0,0,0,0,0,0,7.201599144
Agency_55,SKU_04,1626.5745,5/1/2015,572293344,927833877,30.078,2075.942691,1822.315578,253.627113,2025793,238553,0,0,0,0,1,0,0,0,0,0,0,0,12.2174429
Agency_39,SKU_03,233.496,5/1/2015,572293344,927833877,25.9625,1438.160272,1313.060412,125.09986,1448423,131411,0,0,0,0,1,0,0,0,0,0,0,0,8.698603517
Agency_55,SKU_02,1013.904,5/1/2015,572293344,927833877,30.078,1344.86337,1194.639471,150.223899,2025793,238553,0,0,0,0,1,0,0,0,0,0,0,0,11.17019783
Agency_47,SKU_02,0.216,5/1/2015,572293344,927833877,34.02307692,1337.375,1337.375,0,32183,128574,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_55,SKU_05,171.3159,5/1/2015,572293344,927833877,30.078,1568.417552,1479.313714,89.103838,2025793,238553,0,0,0,0,1,0,0,0,0,0,0,0,5.681129868
Agency_47,SKU_05,0,5/1/2015,572293344,927833877,34.02307692,0,0,0,32183,128574,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_16,SKU_02,3695.544,5/1/2015,572293344,927833877,25.9625,1339.657654,1206.263882,133.393772,1232242,246911,0,0,0,0,1,0,0,0,0,0,0,0,9.957303017
Agency_53,SKU_15,9.7554,5/1/2015,572293344,927833877,31.89411765,2836.598345,2407.28412,429.314225,1729177,111048,0,0,0,0,1,0,0,0,0,0,0,0,15.13482604
Agency_58,SKU_17,0,5/1/2015,572293344,927833877,25.9625,0,0,0,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_16,SKU_04,1452.1275,5/1/2015,572293344,927833877,25.9625,2037.073949,1789.089235,247.984714,1232242,246911,0,0,0,0,1,0,0,0,0,0,0,0,12.17357446
Agency_23,SKU_05,828.591,5/1/2015,572293344,927833877,32.33406593,1486.594316,1272.961305,213.633011,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,14.37063284
Agency_47,SKU_04,103.518,5/1/2015,572293344,927833877,34.02307692,2064.976556,1891.268133,173.708423,32183,128574,0,0,0,0,1,0,0,0,0,0,0,0,8.412125673
Agency_18,SKU_04,282.0546,5/1/2015,572293344,927833877,34.31625,2039.879818,1771.695403,268.184415,60189,135477,0,0,0,0,1,0,0,0,0,0,0,0,13.14706938
Agency_49,SKU_34,0,5/1/2015,572293344,927833877,29.45869565,0,0,0,1880416,154532,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_23,SKU_04,41.0877,5/1/2015,572293344,927833877,32.33406593,2082.122595,1884.158525,197.96407,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,9.50780086
Agency_49,SKU_04,2718.56175,5/1/2015,572293344,927833877,29.45869565,2064.383523,1743.803084,320.580439,1880416,154532,0,0,0,0,1,0,0,0,0,0,0,0,15.52911247
Agency_20,SKU_01,3850.74,5/1/2015,572293344,927833877,25.9625,1348.251532,1159.386292,188.86524,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,14.00816061
Agency_56,SKU_01,6775.164,5/1/2015,572293344,927833877,30.078,1391.597672,965.7089208,425.8887512,1901290,206553,0,0,0,0,1,0,0,0,0,0,0,0,30.60430179
Agency_20,SKU_07,4.8675,5/1/2015,572293344,927833877,25.9625,1384.178465,1360.091127,24.087338,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,1.7401902
Agency_16,SKU_05,1610.472,5/1/2015,572293344,927833877,25.9625,1497.854044,1325.353822,172.500222,1232242,246911,0,0,0,0,1,0,0,0,0,0,0,0,11.51649072
Agency_45,SKU_02,72.144,5/1/2015,572293344,927833877,35.596875,1358.592655,1352.893041,5.699614,176318,137609,0,0,0,0,1,0,0,0,0,0,0,0,0.419523393
Agency_49,SKU_23,0,5/1/2015,572293344,927833877,29.45869565,0,0,0,1880416,154532,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_45,SKU_05,536.4405,5/1/2015,572293344,927833877,35.596875,1617.759046,1595.708364,22.050682,176318,137609,0,0,0,0,1,0,0,0,0,0,0,0,1.363038708
Agency_30,SKU_02,245.16,5/1/2015,572293344,927833877,32.83333333,1263.89141,1250.120787,13.770623,1094349,247220,0,0,0,0,1,0,0,0,0,0,0,0,1.089541624
Agency_57,SKU_23,0,5/1/2015,572293344,927833877,25.9625,0,0,0,2212416,187351,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_38,SKU_14,12.9078,5/1/2015,572293344,927833877,25.9625,2623.416016,2315.514398,307.901618,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,11.73666762
Agency_30,SKU_05,288.8919,5/1/2015,572293344,927833877,32.83333333,1646.601665,1587.675891,58.925774,1094349,247220,0,0,0,0,1,0,0,0,0,0,0,0,3.578629565
Agency_51,SKU_07,24.3375,5/1/2015,572293344,927833877,29.45869565,1455.861058,1455.861058,0,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_41,SKU_04,1169.37,5/1/2015,572293344,927833877,31.89411765,2088.020746,1973.110465,114.910281,1573238,125229,0,0,0,0,1,0,0,0,0,0,0,0,5.503311268
Agency_17,SKU_04,331.0659,5/1/2015,572293344,927833877,25.9625,2053.976293,1838.787678,215.188615,147910,123013,0,0,0,0,1,0,0,0,0,0,0,0,10.47668446
Agency_58,SKU_01,7021.62,5/1/2015,572293344,927833877,25.9625,1342.062461,1177.918842,164.143619,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,12.23069893
Agency_04,SKU_03,668.34,5/1/2015,572293344,927833877,30.078,1421.22712,1204.837115,216.390005,50753,117957,0,0,0,0,1,0,0,0,0,0,0,0,15.22557528
Agency_10,SKU_23,0,5/1/2015,572293344,927833877,32.3097561,0,0,0,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_57,SKU_17,0,5/1/2015,572293344,927833877,25.9625,0,0,0,2212416,187351,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_30,SKU_06,9.936,5/1/2015,572293344,927833877,32.83333333,1277.22894,1277.22894,0,1094349,247220,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_51,SKU_02,5707.908,5/1/2015,572293344,927833877,29.45869565,1346.653601,1138.330501,208.3231,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,15.46968722
Agency_58,SKU_07,43.365,5/1/2015,572293344,927833877,25.9625,1469.543567,1418.355015,51.188552,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,3.48329598
Agency_28,SKU_03,254.3922,5/1/2015,572293344,927833877,36.946875,1497.816349,1457.800952,40.015397,68666,133669,0,0,0,0,1,0,0,0,0,0,0,0,2.671582336
Agency_51,SKU_05,2745.71925,5/1/2015,572293344,927833877,29.45869565,1549.002572,1364.744005,184.258567,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,11.89530414
Agency_29,SKU_01,4.212,5/1/2015,572293344,927833877,32.74615385,1318.413461,1318.413461,0,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_21,SKU_21,0,5/1/2015,572293344,927833877,32.33406593,0,0,0,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_28,SKU_08,8.6904,5/1/2015,572293344,927833877,36.946875,1595.168289,1289.245806,305.922483,68666,133669,0,0,0,0,1,0,0,0,0,0,0,0,19.17806949
Agency_30,SKU_04,3686.96625,5/1/2015,572293344,927833877,32.83333333,2036.663944,1812.672234,223.99171,1094349,247220,0,0,0,0,1,0,0,0,0,0,0,0,10.997971
Agency_21,SKU_03,23.0112,5/1/2015,572293344,927833877,32.33406593,1437.840381,1326.288106,111.552275,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,7.758321193
Agency_58,SKU_04,2163.9735,5/1/2015,572293344,927833877,25.9625,2040.278384,1700.45922,339.819164,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,16.6555293
Agency_21,SKU_05,304.6113,5/1/2015,572293344,927833877,32.33406593,1478.193144,1328.937572,149.255572,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,10.09716305
Agency_21,SKU_04,37.5093,5/1/2015,572293344,927833877,32.33406593,2080.645799,1890.073422,190.572377,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,9.159289731
Agency_05,SKU_26,0,5/1/2015,572293344,927833877,31.41166667,0,0,0,3044268,182944,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_53,SKU_07,55.3125,5/1/2015,572293344,927833877,31.89411765,1313.967917,1233.213756,80.754161,1729177,111048,0,0,0,0,1,0,0,0,0,0,0,0,6.145824411
Agency_05,SKU_21,0,5/1/2015,572293344,927833877,31.41166667,0,0,0,3044268,182944,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_17,SKU_02,1161.648,5/1/2015,572293344,927833877,25.9625,1345.601784,1244.531208,101.070576,147910,123013,0,0,0,0,1,0,0,0,0,0,0,0,7.511180291
Agency_28,SKU_04,32.5251,5/1/2015,572293344,927833877,36.946875,2072.740875,1386.174908,686.565967,68666,133669,0,0,0,0,1,0,0,0,0,0,0,0,33.12357928
Agency_04,SKU_04,89.3322,5/1/2015,572293344,927833877,30.078,2089.468431,1922.063411,167.40502,50753,117957,0,0,0,0,1,0,0,0,0,0,0,0,8.011847296
Agency_51,SKU_01,6517.476,5/1/2015,572293344,927833877,29.45869565,1357.433215,1159.767368,197.665847,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,14.56173643
Agency_38,SKU_03,1711.2885,5/1/2015,572293344,927833877,25.9625,1441.630704,1389.194757,52.435947,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,3.637266247
Agency_17,SKU_05,637.083,5/1/2015,572293344,927833877,25.9625,1491.953831,1382.144279,109.809552,147910,123013,0,0,0,0,1,0,0,0,0,0,0,0,7.360117298
Agency_35,SKU_32,0,5/1/2015,572293344,927833877,25.96315789,0,0,0,14138,93105,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_53,SKU_02,10073.595,5/1/2015,572293344,927833877,31.89411765,1331.687837,1226.08822,105.599617,1729177,111048,0,0,0,0,1,0,0,0,0,0,0,0,7.929757565
Agency_40,SKU_03,15.9894,5/1/2015,572293344,927833877,31.41166667,1461.992553,1384.736171,77.256382,143299,137912,0,0,0,0,1,0,0,0,0,0,0,0,5.284321171
Agency_53,SKU_05,7206.25875,5/1/2015,572293344,927833877,31.89411765,1505.487354,1373.212631,132.274723,1729177,111048,0,0,0,0,1,0,0,0,0,0,0,0,8.786172972
Agency_60,SKU_04,2599.005,5/1/2015,572293344,927833877,25.9625,2046.504696,1779.541031,266.963665,2180611,211936,0,0,0,0,1,0,0,0,0,0,0,0,13.04485963
Agency_40,SKU_18,0,5/1/2015,572293344,927833877,31.41166667,0,0,0,143299,137912,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_10,SKU_03,3493.134,5/1/2015,572293344,927833877,32.3097561,1477.799636,1301.023766,176.77587,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,11.96209998
Agency_60,SKU_23,0,5/1/2015,572293344,927833877,25.9625,0,0,0,2180611,211936,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_53,SKU_01,6049.836,5/1/2015,572293344,927833877,31.89411765,1339.460761,1223.862521,115.59824,1729177,111048,0,0,0,0,1,0,0,0,0,0,0,0,8.630207272
Agency_29,SKU_02,9.72,5/1/2015,572293344,927833877,32.74615385,1319.550595,1310.502976,9.047619,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,0.68565912
Agency_51,SKU_04,3162.603,5/1/2015,572293344,927833877,29.45869565,2055.942789,1712.125263,343.817526,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,16.72310766
Agency_22,SKU_03,92.4678,5/1/2015,572293344,927833877,32.33406593,1442.442812,1306.615269,135.827543,48151,132110,0,0,0,0,1,0,0,0,0,0,0,0,9.416494149
Agency_29,SKU_03,1.0152,5/1/2015,572293344,927833877,32.74615385,1479.767288,1440.764627,39.002661,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,2.635729369
Agency_11,SKU_02,7.452,5/1/2015,572293344,927833877,32.3097561,1367.214016,1293.034091,74.179925,135561,100461,0,0,0,0,1,0,0,0,0,0,0,0,5.42562643
Agency_11,SKU_05,3.8979,5/1/2015,572293344,927833877,32.3097561,1496.069694,1447.856969,48.212725,135561,100461,0,0,0,0,1,0,0,0,0,0,0,0,3.222625603
Agency_22,SKU_04,52.5258,5/1/2015,572293344,927833877,32.33406593,2084.117047,1857.598106,226.518941,48151,132110,0,0,0,0,1,0,0,0,0,0,0,0,10.86882051
Agency_42,SKU_01,453.168,5/1/2015,572293344,927833877,31.89411765,1385.861522,1343.76117,42.100352,175794,110057,0,0,0,0,1,0,0,0,0,0,0,0,3.037846952
Agency_07,SKU_21,0,5/1/2015,572293344,927833877,32.3097561,0,0,0,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_42,SKU_02,252.612,5/1/2015,572293344,927833877,31.89411765,1366.39417,1203.485741,162.908429,175794,110057,0,0,0,0,1,0,0,0,0,0,0,0,11.92250615
Agency_22,SKU_05,381.3552,5/1/2015,572293344,927833877,32.33406593,1495.58561,1235.869006,259.716604,48151,132110,0,0,0,0,1,0,0,0,0,0,0,0,17.36554579
Agency_54,SKU_01,126.252,5/1/2015,572293344,927833877,30.02,1353.486557,1353.004245,0.482312,48332,122313,0,0,0,0,1,0,0,0,0,0,0,0,0.035634783
Agency_42,SKU_05,486.9819,5/1/2015,572293344,927833877,31.89411765,1627.39919,1399.198244,228.200946,175794,110057,0,0,0,0,1,0,0,0,0,0,0,0,14.02243207
Agency_51,SKU_17,0,5/1/2015,572293344,927833877,29.45869565,0,0,0,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_54,SKU_02,55.62,5/1/2015,572293344,927833877,30.02,1346.874548,1346.689311,0.185237,48332,122313,0,0,0,0,1,0,0,0,0,0,0,0,0.0137531
Agency_54,SKU_04,95.7222,5/1/2015,572293344,927833877,30.02,2058.670562,2001.918161,56.752401,48332,122313,0,0,0,0,1,0,0,0,0,0,0,0,2.756750014
Agency_42,SKU_04,129.2697,5/1/2015,572293344,927833877,31.89411765,2089.730546,1953.573065,136.157481,175794,110057,0,0,0,0,1,0,0,0,0,0,0,0,6.515552029
Agency_23,SKU_01,45.036,5/1/2015,572293344,927833877,32.33406593,1345.9375,1248,97.9375,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,7.276526585
Agency_54,SKU_05,110.8026,5/1/2015,572293344,927833877,30.02,1518.090815,1273.070923,245.019892,48332,122313,0,0,0,0,1,0,0,0,0,0,0,0,16.14000227
Agency_52,SKU_02,1143.396,5/1/2015,572293344,927833877,34.31625,1367.093469,1159.947925,207.145544,149811,131764,0,0,0,0,1,0,0,0,0,0,0,0,15.15225906
Agency_23,SKU_02,45.576,5/1/2015,572293344,927833877,32.33406593,1290.5625,1173.5375,117.025,49101,90240,0,0,0,0,1,0,0,0,0,0,0,0,9.067751465
Agency_07,SKU_03,432.8982,5/1/2015,572293344,927833877,32.3097561,1473.108534,1375.970225,97.138309,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,6.594104016
Agency_11,SKU_01,427.356,5/1/2015,572293344,927833877,32.3097561,1365.271651,1276.187293,89.084358,135561,100461,0,0,0,0,1,0,0,0,0,0,0,0,6.525028036
Agency_51,SKU_03,4446.49125,5/1/2015,572293344,927833877,29.45869565,1499.338317,1359.684759,139.653558,1750152,238870,0,0,0,0,1,0,0,0,0,0,0,0,9.314345963
Agency_10,SKU_21,0,5/1/2015,572293344,927833877,32.3097561,0,0,0,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_17,SKU_03,12.9438,5/1/2015,572293344,927833877,25.9625,1424.885273,1304.99635,119.888923,147910,123013,0,0,0,0,1,0,0,0,0,0,0,0,8.413935162
Agency_07,SKU_01,12099.675,5/1/2015,572293344,927833877,32.3097561,1360.781549,1258.567439,102.21411,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,7.511426803
Agency_29,SKU_05,25.6878,5/1/2015,572293344,927833877,32.74615385,1880.780954,1838.55082,42.230134,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,2.245351002
Agency_29,SKU_04,30.7998,5/1/2015,572293344,927833877,32.74615385,2065.389151,1913.031895,152.357256,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,7.376685209
Agency_41,SKU_01,7315.92,5/1/2015,572293344,927833877,31.89411765,1375.39202,989.9700822,385.4219378,1573238,125229,0,0,0,0,1,0,0,0,0,0,0,0,28.02269696
Agency_30,SKU_01,2226.096,5/1/2015,572293344,927833877,32.83333333,1263.423213,1212.510496,50.912717,1094349,247220,0,0,0,0,1,0,0,0,0,0,0,0,4.029743674
Agency_58,SKU_03,259.3836,5/1/2015,572293344,927833877,25.9625,1424.247993,1292.999483,131.24851,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,9.215284883
Agency_11,SKU_04,138.1518,5/1/2015,572293344,927833877,32.3097561,2067.192212,1845.885726,221.306486,135561,100461,0,0,0,0,1,0,0,0,0,0,0,0,10.70565595
Agency_07,SKU_02,936.792,5/1/2015,572293344,927833877,32.3097561,1360.91266,1279.536325,81.376335,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,5.979541332
Agency_07,SKU_05,139.1103,5/1/2015,572293344,927833877,32.3097561,1494.308768,1403.349883,90.958885,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,6.087020765
Agency_41,SKU_05,3041.57625,5/1/2015,572293344,927833877,31.89411765,1594.857074,1382.992805,211.864269,1573238,125229,0,0,0,0,1,0,0,0,0,0,0,0,13.28421665
Agency_41,SKU_03,1003.27125,5/1/2015,572293344,927833877,31.89411765,1444.655299,1332.259817,112.395482,1573238,125229,0,0,0,0,1,0,0,0,0,0,0,0,7.780089969
Agency_07,SKU_04,1740.57225,5/1/2015,572293344,927833877,32.3097561,2064.044627,1780.987745,283.056882,1868030,175785,0,0,0,0,1,0,0,0,0,0,0,0,13.71369971
Agency_22,SKU_01,119.772,5/1/2015,572293344,927833877,32.33406593,1358.678261,1211.589674,147.088587,48151,132110,0,0,0,0,1,0,0,0,0,0,0,0,10.82585857
Agency_58,SKU_23,0,5/1/2015,572293344,927833877,25.9625,0,0,0,1620969,105857,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_22,SKU_02,197.424,5/1/2015,572293344,927833877,32.33406593,1317.05166,1165.990176,151.061484,48151,132110,0,0,0,0,1,0,0,0,0,0,0,0,11.46967037
Agency_29,SKU_08,4.3452,5/1/2015,572293344,927833877,32.74615385,1605.98488,1485.088546,120.896334,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,7.527862529
Agency_41,SKU_02,4606.524,5/1/2015,572293344,927833877,31.89411765,1368.386762,1100.460699,267.926063,1573238,125229,0,0,0,0,1,0,0,0,0,0,0,0,19.57970293
Agency_35,SKU_04,0.639,5/1/2015,572293344,927833877,25.96315789,2060.387324,1792.53169,267.855634,14138,93105,0,0,0,0,1,0,0,0,0,0,0,0,13.00025635
Agency_29,SKU_06,1.944,5/1/2015,572293344,927833877,32.74615385,1318.958333,1318.958333,0,28329,93614,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_54,SKU_15,0.4686,5/1/2015,572293344,927833877,30.02,2827.235915,2643.461908,183.774007,48332,122313,0,0,0,0,1,0,0,0,0,0,0,0,6.500129898
Agency_45,SKU_08,9.2016,5/1/2015,572293344,927833877,35.596875,1593.544601,1582.496332,11.048269,176318,137609,0,0,0,0,1,0,0,0,0,0,0,0,0.693314074
Agency_03,SKU_32,3.3228,5/1/2015,572293344,927833877,30.078,1880.86877,1810.337892,70.530878,1538040,217280,0,0,0,0,1,0,0,0,0,0,0,0,3.74990957
Agency_27,SKU_05,97.3197,5/1/2015,572293344,927833877,34.9,1749.030071,1593.826619,155.203452,1588818,218862,0,0,0,0,1,0,0,0,0,0,0,0,8.873686884
Agency_38,SKU_01,10442.3025,5/1/2015,572293344,927833877,25.9625,1327.863035,977.6807964,350.1822386,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,26.37186437
Agency_45,SKU_03,26.4798,5/1/2015,572293344,927833877,35.596875,1442.87489,1438.236779,4.638111,176318,137609,0,0,0,0,1,0,0,0,0,0,0,0,0.321449284
Agency_34,SKU_03,2.4534,5/1/2015,572293344,927833877,31.2,1334.936721,1104.701027,230.235694,12271,97222,0,0,0,0,1,0,0,0,0,0,0,0,17.24693691
Agency_10,SKU_01,2557.98,5/1/2015,572293344,927833877,32.3097561,1371.111166,1234.582687,136.528479,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,9.957506174
Agency_31,SKU_04,811.4025,5/1/2015,572293344,927833877,32.85294118,2070.821262,1724.562183,346.259079,181063,102731,0,0,0,0,1,0,0,0,0,0,0,0,16.72085782
Agency_27,SKU_02,1014.12,5/1/2015,572293344,927833877,34.9,1214.036323,1071.147218,142.889105,1588818,218862,0,0,0,0,1,0,0,0,0,0,0,0,11.76975534
Agency_38,SKU_07,94.2525,5/1/2015,572293344,927833877,25.9625,1365.702698,1357.040582,8.662116,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,0.634260737
Agency_05,SKU_03,802.008,5/1/2015,572293344,927833877,31.41166667,1467.303403,1355.530685,111.772718,3044268,182944,0,0,0,0,1,0,0,0,0,0,0,0,7.617560061
Agency_27,SKU_06,20.52,5/1/2015,572293344,927833877,34.9,1117.897368,1050.22796,67.669408,1588818,218862,0,0,0,0,1,0,0,0,0,0,0,0,6.053275545
Agency_52,SKU_03,27.4104,5/1/2015,572293344,927833877,34.31625,1465.784082,1457.567228,8.216854,149811,131764,0,0,0,0,1,0,0,0,0,0,0,0,0.56057738
Agency_10,SKU_02,252.828,5/1/2015,572293344,927833877,32.3097561,1373.807832,1240.536434,133.271398,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,9.700876272
Agency_38,SKU_02,4550.148,5/1/2015,572293344,927833877,25.9625,1314.277754,1146.911075,167.366679,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,12.73449836
Agency_10,SKU_05,113.6781,5/1/2015,572293344,927833877,32.3097561,1534.299048,1456.544173,77.754875,1716027,117463,0,0,0,0,1,0,0,0,0,0,0,0,5.067778351
Agency_27,SKU_04,6802.602,5/1/2015,572293344,927833877,34.9,1841.338084,1680.364994,160.97309,1588818,218862,0,0,0,0,1,0,0,0,0,0,0,0,8.742180016
Agency_57,SKU_04,1793.865,5/1/2015,572293344,927833877,25.9625,2024.160824,1816.899882,207.260942,2212416,187351,0,0,0,0,1,0,0,0,0,0,0,0,10.23935152
Agency_13,SKU_03,201.1788,5/1/2015,572293344,927833877,25.9625,1423.395275,1308.918084,114.477191,1520066,110666,0,0,0,0,1,0,0,0,0,0,0,0,8.04254398
Agency_38,SKU_21,0,5/1/2015,572293344,927833877,25.9625,0,0,0,1515841,173884,0,0,0,0,1,0,0,0,0,0,0,0,0
Agency_31,SKU_05,31.1193,5/1/2015,572293344,927833877,32.85294118,1669.602006,1609.083085,60.518921,181063,102731,0,0,0,0,1,0,0,0,0,0,0,0,3.624751335
Agency_27,SKU_01,3027.24,5/1/2015,572293344,927833877,34.9,1233.698726,1075.610489,158.088237,1588818,218862,0,0,0,0,1,0,0,0,0,0,0,0,12.81416878
Agency_52,SKU_05,808.07925,5/1/2015,572293344,927833877,34.31625,1555.471995,1219.73473,335.737265,149811,131764,0,0,0,0,1,0,0,0,0,0,0,0,21.58426935
Agency_21,SKU_02,109.512,5/1/2015,572293344,927833877,32.33406593,1293.498447,1186.587733,106.910714,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,8.265237136
